"Order ID","Ship Mode",delivery_days,z_score
CA-2015-131856,"Standard Class",5,-0
CA-2015-131856,"Standard Class",5,-0
CA-2015-131856,"Standard Class",5,-0
CA-2017-124765,"Standard Class",5,-0
CA-2016-153185,"Standard Class",5,-0
CA-2016-168361,"Standard Class",4,-0.99
CA-2016-164574,"Standard Class",5,-0
CA-2016-164574,"Standard Class",5,-0
CA-2016-113341,"Standard Class",4,-0.99
CA-2015-108259,"Standard Class",7,1.98
CA-2015-108259,"Standard Class",7,1.98
CA-2015-108259,"Standard Class",7,1.98
CA-2015-108259,"Standard Class",7,1.98
US-2017-148551,"Standard Class",4,-0.99
CA-2017-151281,"Standard Class",5,-0
CA-2017-159793,"Standard Class",4,-0.99
CA-2015-164084,"Standard Class",5,-0
CA-2015-164084,"Standard Class",5,-0
CA-2015-164084,"Standard Class",5,-0
CA-2015-164084,"Standard Class",5,-0
CA-2015-156118,"Standard Class",4,-0.99
CA-2015-136147,"Standard Class",5,-0
CA-2015-136147,"Standard Class",5,-0
US-2016-114230,"Standard Class",4,-0.99
CA-2017-104318,"Standard Class",5,-0
CA-2017-117513,"Standard Class",5,-0
CA-2016-165918,"Standard Class",4,-0.99
CA-2016-165918,"Standard Class",4,-0.99
CA-2016-165918,"Standard Class",4,-0.99
CA-2016-165918,"Standard Class",4,-0.99
CA-2016-138233,"Standard Class",5,-0
CA-2014-151946,"Standard Class",5,-0
CA-2014-151946,"Standard Class",5,-0
CA-2014-151946,"Standard Class",5,-0
CA-2014-151946,"Standard Class",5,-0
CA-2017-162936,"Standard Class",4,-0.99
US-2016-116365,"Standard Class",5,-0
US-2016-116365,"Standard Class",5,-0
US-2016-116365,"Standard Class",5,-0
CA-2014-141110,"Standard Class",5,-0
CA-2014-141110,"Standard Class",5,-0
CA-2014-141110,"Standard Class",5,-0
CA-2014-141110,"Standard Class",5,-0
US-2016-117387,"Standard Class",4,-0.99
CA-2017-159667,"Standard Class",4,-0.99
CA-2017-159667,"Standard Class",4,-0.99
CA-2015-138492,"Standard Class",7,1.98
CA-2017-162015,"Standard Class",7,1.98
CA-2017-162015,"Standard Class",7,1.98
US-2017-132927,"Standard Class",6,0.99
CA-2016-111605,"Standard Class",6,0.99
CA-2017-146164,"Standard Class",4,-0.99
CA-2017-146164,"Standard Class",4,-0.99
CA-2014-121629,"Standard Class",4,-0.99
CA-2016-162390,"Standard Class",6,0.99
CA-2016-162390,"Standard Class",6,0.99
CA-2016-162390,"Standard Class",6,0.99
US-2017-108315,"Standard Class",4,-0.99
US-2017-108315,"Standard Class",4,-0.99
US-2017-102904,"Standard Class",7,1.98
CA-2014-140473,"Standard Class",4,-0.99
CA-2015-121132,"Standard Class",7,1.98
CA-2015-121132,"Standard Class",7,1.98
CA-2015-149566,"Standard Class",5,-0
CA-2015-149566,"Standard Class",5,-0
CA-2016-119074,"Standard Class",4,-0.99
CA-2016-119074,"Standard Class",4,-0.99
CA-2016-119074,"Standard Class",4,-0.99
CA-2014-137575,"Standard Class",5,-0
CA-2017-147354,"Standard Class",4,-0.99
CA-2017-147354,"Standard Class",4,-0.99
CA-2015-157343,"Standard Class",4,-0.99
CA-2015-157343,"Standard Class",4,-0.99
CA-2015-157343,"Standard Class",4,-0.99
US-2014-163146,"Standard Class",4,-0.99
CA-2016-156748,"Standard Class",6,0.99
CA-2016-156748,"Standard Class",6,0.99
CA-2016-156748,"Standard Class",6,0.99
CA-2017-137624,"Standard Class",7,1.98
CA-2017-133074,"Standard Class",4,-0.99
US-2016-160206,"Standard Class",6,0.99
CA-2016-141887,"Standard Class",4,-0.99
CA-2017-118003,"Standard Class",6,0.99
CA-2017-118003,"Standard Class",6,0.99
CA-2017-118003,"Standard Class",6,0.99
CA-2016-132899,"Standard Class",4,-0.99
CA-2015-122168,"Standard Class",5,-0
CA-2015-122168,"Standard Class",5,-0
CA-2017-141614,"Standard Class",4,-0.99
CA-2016-144645,"Standard Class",6,0.99
CA-2016-103359,"Standard Class",4,-0.99
CA-2016-130400,"Standard Class",4,-0.99
CA-2016-130400,"Standard Class",4,-0.99
CA-2016-109400,"Standard Class",4,-0.99
CA-2014-164903,"Standard Class",4,-0.99
CA-2016-143154,"Standard Class",6,0.99
CA-2015-109190,"Standard Class",5,-0
CA-2015-109190,"Standard Class",5,-0
CA-2015-109190,"Standard Class",5,-0
CA-2017-106824,"Standard Class",4,-0.99
CA-2017-124716,"Standard Class",4,-0.99
CA-2017-124716,"Standard Class",4,-0.99
CA-2017-124716,"Standard Class",4,-0.99
CA-2016-126284,"Standard Class",4,-0.99
US-2017-118535,"Standard Class",4,-0.99
CA-2016-138583,"Standard Class",4,-0.99
CA-2014-109890,"Standard Class",6,0.99
US-2016-119270,"Standard Class",4,-0.99
CA-2017-158736,"Standard Class",6,0.99
CA-2017-134880,"Standard Class",5,-0
CA-2017-169404,"Standard Class",5,-0
CA-2017-169404,"Standard Class",5,-0
US-2017-132031,"Standard Class",4,-0.99
US-2017-132031,"Standard Class",4,-0.99
US-2017-132031,"Standard Class",4,-0.99
US-2017-132031,"Standard Class",4,-0.99
US-2016-164196,"Standard Class",6,0.99
CA-2016-168557,"Standard Class",4,-0.99
CA-2015-101000,"Standard Class",5,-0
CA-2015-116512,"Standard Class",5,-0
CA-2015-144043,"Standard Class",5,-0
CA-2014-100881,"Standard Class",4,-0.99
CA-2014-146500,"Standard Class",5,-0
CA-2014-146500,"Standard Class",5,-0
CA-2014-126200,"Standard Class",4,-0.99
CA-2016-154081,"Standard Class",7,1.98
CA-2016-125087,"Standard Class",5,-0
CA-2016-125087,"Standard Class",5,-0
CA-2016-125087,"Standard Class",5,-0
US-2016-155173,"Standard Class",4,-0.99
US-2016-155173,"Standard Class",4,-0.99
US-2016-155173,"Standard Class",4,-0.99
CA-2017-145779,"Standard Class",4,-0.99
CA-2014-108861,"Standard Class",4,-0.99
CA-2015-112823,"Standard Class",6,0.99
CA-2015-151470,"Standard Class",6,0.99
CA-2017-155621,"Standard Class",5,-0
US-2014-113124,"Standard Class",6,0.99
US-2017-132220,"Standard Class",4,-0.99
CA-2017-150091,"Standard Class",4,-0.99
CA-2017-150091,"Standard Class",4,-0.99
CA-2017-150091,"Standard Class",4,-0.99
CA-2017-150091,"Standard Class",4,-0.99
CA-2017-107265,"Standard Class",6,0.99
CA-2016-147109,"Standard Class",4,-0.99
CA-2016-147109,"Standard Class",4,-0.99
CA-2017-132290,"Standard Class",4,-0.99
CA-2015-134082,"Standard Class",6,0.99
CA-2017-140480,"Standard Class",4,-0.99
CA-2017-140480,"Standard Class",4,-0.99
CA-2017-140480,"Standard Class",4,-0.99
CA-2017-140480,"Standard Class",4,-0.99
CA-2017-140480,"Standard Class",4,-0.99
CA-2016-154067,"Standard Class",6,0.99
CA-2015-133837,"Standard Class",5,-0
CA-2017-110625,"Standard Class",7,1.98
CA-2014-139423,"Standard Class",4,-0.99
CA-2015-149601,"Standard Class",6,0.99
CA-2015-149601,"Standard Class",6,0.99
CA-2017-137582,"Standard Class",4,-0.99
CA-2016-163048,"Standard Class",7,1.98
CA-2015-162964,"Standard Class",6,0.99
CA-2015-162964,"Standard Class",6,0.99
CA-2015-162964,"Standard Class",6,0.99
CA-2017-156272,"Standard Class",6,0.99
CA-2015-158701,"Standard Class",5,-0
CA-2015-158701,"Standard Class",5,-0
CA-2016-113726,"Standard Class",7,1.98
CA-2016-163972,"Standard Class",4,-0.99
CA-2016-118745,"Standard Class",5,-0
CA-2017-137631,"Standard Class",4,-0.99
CA-2014-110555,"Standard Class",7,1.98
CA-2014-110555,"Standard Class",7,1.98
CA-2014-110555,"Standard Class",7,1.98
CA-2016-163174,"Standard Class",4,-0.99
CA-2017-132199,"Standard Class",5,-0
CA-2017-132199,"Standard Class",5,-0
CA-2017-132199,"Standard Class",5,-0
US-2015-115238,"Standard Class",4,-0.99
US-2015-115238,"Standard Class",4,-0.99
US-2015-115238,"Standard Class",4,-0.99
US-2015-115238,"Standard Class",4,-0.99
US-2015-115238,"Standard Class",4,-0.99
US-2014-155544,"Standard Class",4,-0.99
US-2014-155544,"Standard Class",4,-0.99
US-2014-155544,"Standard Class",4,-0.99
CA-2016-132549,"Standard Class",5,-0
CA-2014-161634,"Standard Class",6,0.99
CA-2017-135076,"Standard Class",4,-0.99
CA-2014-153087,"Standard Class",7,1.98
CA-2014-153087,"Standard Class",7,1.98
CA-2016-101469,"Standard Class",6,0.99
CA-2017-113572,"Standard Class",4,-0.99
CA-2017-118577,"Standard Class",5,-0
CA-2017-118577,"Standard Class",5,-0
CA-2016-130778,"Standard Class",6,0.99
US-2016-149790,"Standard Class",5,-0
CA-2017-133620,"Standard Class",5,-0
CA-2017-130904,"Standard Class",5,-0
CA-2017-130904,"Standard Class",5,-0
CA-2014-161508,"Standard Class",4,-0.99
CA-2014-161508,"Standard Class",4,-0.99
CA-2014-161508,"Standard Class",4,-0.99
CA-2014-161508,"Standard Class",4,-0.99
US-2017-105935,"Standard Class",5,-0
US-2017-105935,"Standard Class",5,-0
CA-2014-168312,"Standard Class",6,0.99
CA-2014-168312,"Standard Class",6,0.99
CA-2016-128671,"Standard Class",5,-0
CA-2016-128671,"Standard Class",5,-0
CA-2016-128671,"Standard Class",5,-0
CA-2017-135419,"Standard Class",6,0.99
US-2017-167318,"Standard Class",6,0.99
US-2017-167318,"Standard Class",6,0.99
CA-2015-109169,"Standard Class",4,-0.99
US-2014-103338,"Standard Class",4,-0.99
US-2015-158911,"Standard Class",6,0.99
US-2015-158911,"Standard Class",6,0.99
CA-2016-166380,"Standard Class",4,-0.99
CA-2016-166380,"Standard Class",4,-0.99
US-2017-146906,"Standard Class",4,-0.99
US-2017-168802,"Standard Class",4,-0.99
CA-2015-106362,"Standard Class",4,-0.99
CA-2014-156244,"Standard Class",4,-0.99
CA-2014-156244,"Standard Class",4,-0.99
CA-2014-156244,"Standard Class",4,-0.99
CA-2014-156244,"Standard Class",4,-0.99
CA-2014-156244,"Standard Class",4,-0.99
CA-2014-156244,"Standard Class",4,-0.99
CA-2017-146192,"Standard Class",4,-0.99
US-2016-139262,"Standard Class",4,-0.99
US-2016-139262,"Standard Class",4,-0.99
US-2016-139262,"Standard Class",4,-0.99
CA-2015-143882,"Standard Class",4,-0.99
CA-2017-164112,"Standard Class",4,-0.99
CA-2016-139549,"Standard Class",5,-0
CA-2016-169670,"Standard Class",6,0.99
CA-2017-121790,"Standard Class",7,1.98
CA-2017-121790,"Standard Class",7,1.98
CA-2017-121790,"Standard Class",7,1.98
CA-2017-121790,"Standard Class",7,1.98
CA-2014-118304,"Standard Class",5,-0
CA-2014-131800,"Standard Class",5,-0
CA-2014-131800,"Standard Class",5,-0
CA-2015-138457,"Standard Class",4,-0.99
CA-2016-100307,"Standard Class",4,-0.99
CA-2017-152310,"Standard Class",7,1.98
CA-2017-152310,"Standard Class",7,1.98
CA-2017-152310,"Standard Class",7,1.98
CA-2017-152310,"Standard Class",7,1.98
CA-2017-152310,"Standard Class",7,1.98
CA-2017-152310,"Standard Class",7,1.98
US-2014-143581,"Standard Class",4,-0.99
CA-2014-109897,"Standard Class",4,-0.99
CA-2014-109897,"Standard Class",4,-0.99
CA-2014-109855,"Standard Class",4,-0.99
CA-2014-109855,"Standard Class",4,-0.99
CA-2017-102204,"Standard Class",5,-0
CA-2017-102204,"Standard Class",5,-0
CA-2017-102204,"Standard Class",5,-0
CA-2014-158225,"Standard Class",6,0.99
CA-2014-158225,"Standard Class",6,0.99
CA-2016-104633,"Standard Class",4,-0.99
CA-2014-152905,"Standard Class",6,0.99
CA-2014-120775,"Standard Class",4,-0.99
CA-2014-120775,"Standard Class",4,-0.99
CA-2014-120775,"Standard Class",4,-0.99
CA-2014-120775,"Standard Class",4,-0.99
CA-2014-120775,"Standard Class",4,-0.99
CA-2015-120845,"Standard Class",7,1.98
CA-2015-120845,"Standard Class",7,1.98
CA-2015-120845,"Standard Class",7,1.98
CA-2015-120845,"Standard Class",7,1.98
CA-2016-116337,"Standard Class",5,-0
CA-2016-116337,"Standard Class",5,-0
CA-2017-128769,"Standard Class",5,-0
CA-2015-141565,"Standard Class",4,-0.99
CA-2015-141565,"Standard Class",4,-0.99
CA-2015-122266,"Standard Class",4,-0.99
CA-2015-122266,"Standard Class",4,-0.99
CA-2017-125269,"Standard Class",6,0.99
CA-2017-125269,"Standard Class",6,0.99
CA-2017-102736,"Standard Class",4,-0.99
CA-2017-102736,"Standard Class",4,-0.99
CA-2017-102736,"Standard Class",4,-0.99
US-2017-155866,"Standard Class",4,-0.99
US-2017-155866,"Standard Class",4,-0.99
CA-2016-127194,"Standard Class",6,0.99
US-2017-101721,"Standard Class",4,-0.99
CA-2017-155642,"Standard Class",4,-0.99
CA-2017-155642,"Standard Class",4,-0.99
CA-2015-119879,"Standard Class",4,-0.99
CA-2015-119879,"Standard Class",4,-0.99
CA-2015-112767,"Standard Class",4,-0.99
CA-2016-166429,"Standard Class",6,0.99
CA-2016-114944,"Standard Class",5,-0
CA-2014-114125,"Standard Class",4,-0.99
CA-2014-114125,"Standard Class",4,-0.99
CA-2014-114125,"Standard Class",4,-0.99
CA-2016-146150,"Standard Class",5,-0
CA-2017-107174,"Standard Class",7,1.98
CA-2017-107174,"Standard Class",7,1.98
CA-2017-107174,"Standard Class",7,1.98
CA-2016-144148,"Standard Class",5,-0
CA-2015-168207,"Standard Class",4,-0.99
CA-2015-168207,"Standard Class",4,-0.99
CA-2015-168207,"Standard Class",4,-0.99
CA-2015-168207,"Standard Class",4,-0.99
CA-2016-134138,"Standard Class",4,-0.99
CA-2016-120803,"Standard Class",4,-0.99
CA-2017-136238,"Standard Class",6,0.99
CA-2016-103464,"Standard Class",4,-0.99
CA-2016-131296,"Standard Class",5,-0
US-2017-143770,"Standard Class",4,-0.99
US-2017-143770,"Standard Class",4,-0.99
US-2016-131058,"Standard Class",4,-0.99
US-2017-146822,"Standard Class",5,-0
US-2014-112949,"Standard Class",7,1.98
US-2014-112949,"Standard Class",7,1.98
CA-2016-100993,"Standard Class",5,-0
CA-2016-100993,"Standard Class",5,-0
CA-2016-100993,"Standard Class",5,-0
CA-2016-100993,"Standard Class",5,-0
CA-2016-102561,"Standard Class",4,-0.99
CA-2016-102561,"Standard Class",4,-0.99
CA-2016-102561,"Standard Class",4,-0.99
CA-2014-103219,"Standard Class",4,-0.99
CA-2016-118073,"Standard Class",4,-0.99
CA-2015-121776,"Standard Class",5,-0
CA-2015-121776,"Standard Class",5,-0
CA-2015-131352,"Standard Class",5,-0
CA-2017-157350,"Standard Class",6,0.99
CA-2015-137064,"Standard Class",7,1.98
CA-2015-137064,"Standard Class",7,1.98
CA-2015-137064,"Standard Class",7,1.98
US-2017-150070,"Standard Class",5,-0
CA-2014-138128,"Standard Class",6,0.99
CA-2014-138128,"Standard Class",6,0.99
CA-2016-116722,"Standard Class",5,-0
CA-2016-116722,"Standard Class",5,-0
CA-2016-116722,"Standard Class",5,-0
US-2017-106551,"Standard Class",5,-0
US-2017-113201,"Standard Class",5,-0
CA-2017-101014,"Standard Class",6,0.99
CA-2017-160122,"Standard Class",5,-0
CA-2017-160122,"Standard Class",5,-0
US-2017-167570,"Standard Class",7,1.98
CA-2015-149846,"Standard Class",4,-0.99
CA-2015-149846,"Standard Class",4,-0.99
CA-2015-149846,"Standard Class",4,-0.99
CA-2015-149846,"Standard Class",4,-0.99
CA-2017-122798,"Standard Class",4,-0.99
CA-2017-122798,"Standard Class",4,-0.99
CA-2015-127502,"Standard Class",4,-0.99
CA-2014-101392,"Standard Class",6,0.99
CA-2015-107020,"Standard Class",4,-0.99
CA-2017-120894,"Standard Class",4,-0.99
CA-2016-105753,"Standard Class",6,0.99
CA-2015-150714,"Standard Class",6,0.99
CA-2015-150714,"Standard Class",6,0.99
CA-2015-150714,"Standard Class",6,0.99
CA-2015-150714,"Standard Class",6,0.99
CA-2015-150714,"Standard Class",6,0.99
US-2016-164945,"Standard Class",5,-0
CA-2015-106187,"Standard Class",6,0.99
CA-2015-106187,"Standard Class",6,0.99
CA-2015-106187,"Standard Class",6,0.99
CA-2017-151750,"Standard Class",4,-0.99
CA-2017-151750,"Standard Class",4,-0.99
CA-2017-151750,"Standard Class",4,-0.99
CA-2017-151750,"Standard Class",4,-0.99
CA-2017-151750,"Standard Class",4,-0.99
CA-2017-151750,"Standard Class",4,-0.99
US-2015-160563,"Standard Class",4,-0.99
US-2015-160563,"Standard Class",4,-0.99
CA-2015-156013,"Standard Class",6,0.99
CA-2015-156013,"Standard Class",6,0.99
CA-2015-121188,"Standard Class",7,1.98
CA-2015-121188,"Standard Class",7,1.98
CA-2015-121188,"Standard Class",7,1.98
CA-2015-121188,"Standard Class",7,1.98
CA-2015-121188,"Standard Class",7,1.98
CA-2015-121188,"Standard Class",7,1.98
CA-2017-152205,"Standard Class",7,1.98
CA-2014-144974,"Standard Class",4,-0.99
CA-2014-144974,"Standard Class",4,-0.99
CA-2014-144974,"Standard Class",4,-0.99
CA-2016-168543,"Standard Class",4,-0.99
CA-2016-145611,"Standard Class",4,-0.99
US-2017-133081,"Standard Class",4,-0.99
US-2017-133081,"Standard Class",4,-0.99
CA-2017-169012,"Standard Class",4,-0.99
CA-2016-158806,"Standard Class",4,-0.99
CA-2016-158806,"Standard Class",4,-0.99
CA-2016-166373,"Standard Class",4,-0.99
CA-2014-129189,"Standard Class",4,-0.99
CA-2014-129189,"Standard Class",4,-0.99
CA-2014-129189,"Standard Class",4,-0.99
CA-2015-110863,"Standard Class",7,1.98
CA-2015-110863,"Standard Class",7,1.98
CA-2016-139808,"Standard Class",4,-0.99
US-2015-151407,"Standard Class",4,-0.99
US-2016-117793,"Standard Class",6,0.99
US-2016-117793,"Standard Class",6,0.99
US-2016-117793,"Standard Class",6,0.99
US-2016-117793,"Standard Class",6,0.99
CA-2015-113040,"Standard Class",4,-0.99
CA-2014-166051,"Standard Class",5,-0
CA-2014-166051,"Standard Class",5,-0
US-2015-126753,"Standard Class",4,-0.99
US-2015-126753,"Standard Class",4,-0.99
US-2015-126753,"Standard Class",4,-0.99
US-2015-126753,"Standard Class",4,-0.99
US-2015-126753,"Standard Class",4,-0.99
US-2015-126753,"Standard Class",4,-0.99
CA-2017-131807,"Standard Class",5,-0
CA-2017-131807,"Standard Class",5,-0
CA-2017-131807,"Standard Class",5,-0
CA-2017-131807,"Standard Class",5,-0
CA-2017-131807,"Standard Class",5,-0
CA-2014-138359,"Standard Class",5,-0
CA-2014-138359,"Standard Class",5,-0
CA-2015-145814,"Standard Class",5,-0
CA-2015-145814,"Standard Class",5,-0
CA-2014-131009,"Standard Class",4,-0.99
CA-2014-131009,"Standard Class",4,-0.99
CA-2014-131009,"Standard Class",4,-0.99
CA-2014-131009,"Standard Class",4,-0.99
CA-2017-134194,"Standard Class",7,1.98
CA-2017-134194,"Standard Class",7,1.98
CA-2017-134194,"Standard Class",7,1.98
CA-2017-134194,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
CA-2017-166093,"Standard Class",7,1.98
US-2016-168095,"Standard Class",5,-0
US-2016-168095,"Standard Class",5,-0
CA-2017-134096,"Standard Class",5,-0
CA-2017-134096,"Standard Class",5,-0
CA-2017-107713,"Standard Class",4,-0.99
CA-2017-139822,"Standard Class",6,0.99
CA-2017-139822,"Standard Class",6,0.99
CA-2015-110891,"Standard Class",4,-0.99
CA-2017-165323,"Standard Class",4,-0.99
CA-2017-165323,"Standard Class",4,-0.99
CA-2016-149762,"Standard Class",4,-0.99
CA-2016-149762,"Standard Class",4,-0.99
CA-2016-149762,"Standard Class",4,-0.99
CA-2016-149762,"Standard Class",4,-0.99
US-2015-118766,"Standard Class",7,1.98
US-2015-118766,"Standard Class",7,1.98
CA-2015-126669,"Standard Class",6,0.99
CA-2017-128363,"Standard Class",5,-0
CA-2017-128363,"Standard Class",5,-0
CA-2017-128363,"Standard Class",5,-0
CA-2017-128363,"Standard Class",5,-0
CA-2017-128363,"Standard Class",5,-0
CA-2017-128363,"Standard Class",5,-0
CA-2017-128363,"Standard Class",5,-0
CA-2017-124744,"Standard Class",4,-0.99
CA-2017-124744,"Standard Class",4,-0.99
CA-2017-124744,"Standard Class",4,-0.99
CA-2017-125367,"Standard Class",7,1.98
CA-2016-148684,"Standard Class",4,-0.99
CA-2016-148684,"Standard Class",4,-0.99
CA-2016-148684,"Standard Class",4,-0.99
CA-2016-148684,"Standard Class",4,-0.99
CA-2016-113117,"Standard Class",6,0.99
CA-2016-155747,"Standard Class",7,1.98
CA-2015-148705,"Standard Class",6,0.99
CA-2017-168403,"Standard Class",6,0.99
CA-2017-168403,"Standard Class",6,0.99
CA-2016-101672,"Standard Class",4,-0.99
CA-2016-101672,"Standard Class",4,-0.99
CA-2016-101672,"Standard Class",4,-0.99
CA-2016-101672,"Standard Class",4,-0.99
CA-2017-122112,"Standard Class",4,-0.99
US-2017-166233,"Standard Class",6,0.99
CA-2016-136994,"Standard Class",6,0.99
CA-2015-142993,"Standard Class",5,-0
CA-2015-142993,"Standard Class",5,-0
CA-2017-152261,"Standard Class",4,-0.99
CA-2017-135587,"Standard Class",5,-0
CA-2017-135587,"Standard Class",5,-0
CA-2015-144890,"Standard Class",4,-0.99
CA-2014-169649,"Standard Class",6,0.99
CA-2014-169649,"Standard Class",6,0.99
CA-2016-104311,"Standard Class",4,-0.99
CA-2016-104311,"Standard Class",4,-0.99
CA-2016-104311,"Standard Class",4,-0.99
CA-2016-128706,"Standard Class",4,-0.99
CA-2015-125976,"Standard Class",5,-0
CA-2015-125976,"Standard Class",5,-0
US-2017-123834,"Standard Class",4,-0.99
CA-2016-116603,"Standard Class",5,-0
US-2014-137869,"Standard Class",5,-0
US-2014-137869,"Standard Class",5,-0
CA-2015-149083,"Standard Class",5,-0
CA-2015-149083,"Standard Class",5,-0
CA-2015-149083,"Standard Class",5,-0
CA-2015-128958,"Standard Class",4,-0.99
CA-2016-112382,"Standard Class",4,-0.99
CA-2015-137302,"Standard Class",5,-0
CA-2015-137302,"Standard Class",5,-0
CA-2015-137302,"Standard Class",5,-0
CA-2015-137302,"Standard Class",5,-0
CA-2017-117114,"Standard Class",5,-0
CA-2017-117114,"Standard Class",5,-0
CA-2015-127327,"Standard Class",4,-0.99
CA-2014-125150,"Standard Class",7,1.98
US-2014-115413,"Standard Class",6,0.99
US-2014-115413,"Standard Class",6,0.99
CA-2017-150469,"Standard Class",4,-0.99
US-2016-137295,"Standard Class",5,-0
US-2016-137295,"Standard Class",5,-0
US-2016-137295,"Standard Class",5,-0
CA-2015-102260,"Standard Class",4,-0.99
CA-2015-102260,"Standard Class",4,-0.99
CA-2015-102260,"Standard Class",4,-0.99
CA-2015-102260,"Standard Class",4,-0.99
US-2015-145121,"Standard Class",4,-0.99
CA-2015-112711,"Standard Class",6,0.99
CA-2016-108364,"Standard Class",5,-0
US-2014-111353,"Standard Class",7,1.98
CA-2015-132136,"Standard Class",4,-0.99
CA-2016-139381,"Standard Class",4,-0.99
CA-2014-166961,"Standard Class",4,-0.99
CA-2014-166961,"Standard Class",4,-0.99
CA-2014-166961,"Standard Class",4,-0.99
CA-2014-166961,"Standard Class",4,-0.99
CA-2016-108196,"Standard Class",7,1.98
CA-2016-108196,"Standard Class",7,1.98
CA-2016-108196,"Standard Class",7,1.98
CA-2017-154088,"Standard Class",5,-0
CA-2015-103093,"Standard Class",4,-0.99
CA-2014-155390,"Standard Class",5,-0
CA-2017-100902,"Standard Class",4,-0.99
CA-2017-100902,"Standard Class",4,-0.99
CA-2015-133242,"Standard Class",6,0.99
CA-2015-133242,"Standard Class",6,0.99
CA-2015-133242,"Standard Class",6,0.99
CA-2015-133242,"Standard Class",6,0.99
CA-2015-133242,"Standard Class",6,0.99
CA-2015-109113,"Standard Class",4,-0.99
CA-2016-133613,"Standard Class",5,-0
CA-2016-133613,"Standard Class",5,-0
CA-2016-133613,"Standard Class",5,-0
CA-2017-105326,"Standard Class",7,1.98
CA-2014-154781,"Standard Class",5,-0
CA-2014-154781,"Standard Class",5,-0
CA-2017-141103,"Standard Class",7,1.98
CA-2014-105872,"Standard Class",7,1.98
US-2016-106313,"Standard Class",4,-0.99
CA-2017-134418,"Standard Class",5,-0
CA-2017-143294,"Standard Class",6,0.99
CA-2017-104850,"Standard Class",6,0.99
US-2016-109260,"Standard Class",5,-0
CA-2016-106915,"Standard Class",6,0.99
CA-2016-113978,"Standard Class",4,-0.99
CA-2016-113978,"Standard Class",4,-0.99
CA-2016-113978,"Standard Class",4,-0.99
CA-2015-139374,"Standard Class",4,-0.99
US-2017-138086,"Standard Class",4,-0.99
CA-2015-108588,"Standard Class",5,-0
CA-2015-108588,"Standard Class",5,-0
CA-2015-108588,"Standard Class",5,-0
US-2017-146213,"Standard Class",5,-0
CA-2015-149636,"Standard Class",6,0.99
CA-2015-149636,"Standard Class",6,0.99
US-2017-101518,"Standard Class",5,-0
US-2015-142811,"Standard Class",5,-0
CA-2014-139542,"Standard Class",4,-0.99
CA-2017-100237,"Standard Class",4,-0.99
CA-2016-114601,"Standard Class",7,1.98
CA-2016-114601,"Standard Class",7,1.98
CA-2016-114601,"Standard Class",7,1.98
CA-2016-114601,"Standard Class",7,1.98
CA-2016-114601,"Standard Class",7,1.98
CA-2017-151799,"Standard Class",4,-0.99
CA-2017-151799,"Standard Class",4,-0.99
CA-2017-151799,"Standard Class",4,-0.99
CA-2017-151799,"Standard Class",4,-0.99
CA-2017-151799,"Standard Class",4,-0.99
CA-2014-102330,"Standard Class",5,-0
CA-2014-102330,"Standard Class",5,-0
CA-2016-169838,"Standard Class",4,-0.99
CA-2016-169838,"Standard Class",4,-0.99
CA-2016-169838,"Standard Class",4,-0.99
CA-2015-116876,"Standard Class",7,1.98
CA-2015-116876,"Standard Class",7,1.98
CA-2014-133592,"Standard Class",7,1.98
CA-2014-133592,"Standard Class",7,1.98
CA-2014-133592,"Standard Class",7,1.98
CA-2014-133592,"Standard Class",7,1.98
CA-2014-133592,"Standard Class",7,1.98
US-2016-140158,"Standard Class",4,-0.99
US-2016-140158,"Standard Class",4,-0.99
US-2016-140158,"Standard Class",4,-0.99
CA-2014-151967,"Standard Class",4,-0.99
CA-2017-139493,"Standard Class",6,0.99
CA-2014-105417,"Standard Class",5,-0
CA-2014-105417,"Standard Class",5,-0
CA-2017-146493,"Standard Class",4,-0.99
CA-2015-121552,"Standard Class",5,-0
CA-2015-101889,"Standard Class",4,-0.99
CA-2015-101889,"Standard Class",4,-0.99
US-2014-115196,"Standard Class",4,-0.99
CA-2015-161452,"Standard Class",6,0.99
CA-2017-104885,"Standard Class",6,0.99
CA-2017-104885,"Standard Class",6,0.99
CA-2017-104885,"Standard Class",6,0.99
CA-2017-104885,"Standard Class",6,0.99
CA-2014-124464,"Standard Class",6,0.99
US-2014-144078,"Standard Class",4,-0.99
US-2014-144078,"Standard Class",4,-0.99
US-2014-144078,"Standard Class",4,-0.99
CA-2016-144309,"Standard Class",6,0.99
CA-2014-148425,"Standard Class",4,-0.99
CA-2017-163209,"Standard Class",4,-0.99
CA-2017-163209,"Standard Class",4,-0.99
CA-2016-101791,"Standard Class",4,-0.99
CA-2016-101791,"Standard Class",4,-0.99
CA-2016-101791,"Standard Class",4,-0.99
CA-2016-152520,"Standard Class",4,-0.99
CA-2014-131947,"Standard Class",5,-0
CA-2014-131947,"Standard Class",5,-0
CA-2014-131947,"Standard Class",5,-0
CA-2014-131947,"Standard Class",5,-0
CA-2014-131947,"Standard Class",5,-0
CA-2014-131947,"Standard Class",5,-0
